Blocks:
<block:agricraft:crop>, tile.agricraft:crop.name
<block:galacticraftcore:distributor>, Oxygen Bubble Distributor
<block:galacticraftcore:emergency_box>, Emergency Post
<block:galacticraftcore:enclosed>, tile.enclosed.name
<block:galacticraftcore:fallen_meteor>, Fallen Meteor
<block:galacticraftcore:fluid_pipe>, Fluid Pipe
<block:galacticraftcore:fluid_pipe_pull>, Fluid Pipe
<block:galacticraftcore:fluid_tank>, Fluid Tank
<block:galacticraftcore:fuel>, Fuel
<block:galacticraftcore:fuel_loader>, Fuel Loader
<block:galacticraftcore:glowstone_torch>, Glowstone Torch
<block:galacticraftcore:grating>, Grating
<block:galacticraftcore:grating1>, Grating
<block:galacticraftcore:grating10>, Grating
<block:galacticraftcore:grating100>, Grating
<block:galacticraftcore:grating101>, Grating
<block:galacticraftcore:grating102>, Grating
<block:galacticraftcore:grating103>, Grating
<block:galacticraftcore:grating104>, Grating
<block:galacticraftcore:grating105>, Grating
<block:galacticraftcore:grating106>, Grating
<block:galacticraftcore:grating107>, Grating
<block:galacticraftcore:grating108>, Grating
<block:galacticraftcore:grating109>, Grating
<block:galacticraftcore:grating11>, Grating
<block:galacticraftcore:grating110>, Grating
<block:galacticraftcore:grating111>, Grating
<block:galacticraftcore:grating112>, Grating
<block:galacticraftcore:grating113>, Grating
<block:galacticraftcore:grating114>, Grating
<block:galacticraftcore:grating115>, Grating
<block:galacticraftcore:grating116>, Grating
<block:galacticraftcore:grating117>, Grating
<block:galacticraftcore:grating118>, Grating
<block:galacticraftcore:grating119>, Grating
<block:galacticraftcore:grating12>, Grating
<block:galacticraftcore:grating120>, Grating
<block:galacticraftcore:grating121>, Grating
<block:galacticraftcore:grating122>, Grating
<block:galacticraftcore:grating123>, Grating
<block:galacticraftcore:grating124>, Grating
<block:galacticraftcore:grating125>, Grating
<block:galacticraftcore:grating126>, Grating
<block:galacticraftcore:grating127>, Grating
<block:galacticraftcore:grating128>, Grating
<block:galacticraftcore:grating129>, Grating
<block:galacticraftcore:grating13>, Grating
<block:galacticraftcore:grating130>, Grating
<block:galacticraftcore:grating131>, Grating
<block:galacticraftcore:grating132>, Grating
<block:galacticraftcore:grating133>, Grating
<block:galacticraftcore:grating134>, Grating
<block:galacticraftcore:grating135>, Grating
<block:galacticraftcore:grating136>, Grating
<block:galacticraftcore:grating137>, Grating
<block:galacticraftcore:grating138>, Grating
<block:galacticraftcore:grating139>, Grating
<block:galacticraftcore:grating14>, Grating
<block:galacticraftcore:grating140>, Grating
<block:galacticraftcore:grating141>, Grating
<block:galacticraftcore:grating142>, Grating
<block:galacticraftcore:grating143>, Grating
<block:galacticraftcore:grating144>, Grating
<block:galacticraftcore:grating145>, Grating
<block:galacticraftcore:grating146>, Grating
<block:galacticraftcore:grating147>, Grating
<block:galacticraftcore:grating148>, Grating
<block:galacticraftcore:grating149>, Grating
<block:galacticraftcore:grating15>, Grating
<block:galacticraftcore:grating150>, Grating
<block:galacticraftcore:grating151>, Grating
<block:galacticraftcore:grating152>, Grating
<block:galacticraftcore:grating153>, Grating
<block:galacticraftcore:grating154>, Grating
<block:galacticraftcore:grating155>, Grating
<block:galacticraftcore:grating156>, Grating
<block:galacticraftcore:grating157>, Grating
<block:galacticraftcore:grating158>, Grating
<block:galacticraftcore:grating159>, Grating
<block:galacticraftcore:grating16>, Grating
<block:galacticraftcore:grating160>, Grating
<block:galacticraftcore:grating161>, Grating
<block:galacticraftcore:grating162>, Grating
<block:galacticraftcore:grating163>, Grating
<block:galacticraftcore:grating164>, Grating
<block:galacticraftcore:grating165>, Grating
<block:galacticraftcore:grating166>, Grating
<block:galacticraftcore:grating167>, Grating
<block:galacticraftcore:grating168>, Grating
<block:galacticraftcore:grating169>, Grating
<block:galacticraftcore:grating17>, Grating
<block:galacticraftcore:grating170>, Grating
<block:galacticraftcore:grating171>, Grating
<block:galacticraftcore:grating172>, Grating
<block:galacticraftcore:grating173>, Grating
<block:galacticraftcore:grating174>, Grating
<block:galacticraftcore:grating175>, Grating
<block:galacticraftcore:grating176>, Grating
<block:galacticraftcore:grating177>, Grating
<block:galacticraftcore:grating178>, Grating
<block:galacticraftcore:grating179>, Grating
<block:galacticraftcore:grating18>, Grating
<block:galacticraftcore:grating180>, Grating
<block:galacticraftcore:grating181>, Grating
<block:galacticraftcore:grating182>, Grating
<block:galacticraftcore:grating183>, Grating
<block:galacticraftcore:grating184>, Grating
<block:galacticraftcore:grating185>, Grating
<block:galacticraftcore:grating186>, Grating
<block:galacticraftcore:grating187>, Grating
<block:galacticraftcore:grating19>, Grating
<block:galacticraftcore:grating2>, Grating
<block:galacticraftcore:grating20>, Grating
<block:galacticraftcore:grating21>, Grating
<block:galacticraftcore:grating22>, Grating
<block:galacticraftcore:grating23>, Grating
<block:galacticraftcore:grating24>, Grating
<block:galacticraftcore:grating25>, Grating
<block:galacticraftcore:grating26>, Grating
<block:galacticraftcore:grating27>, Grating
<block:galacticraftcore:grating28>, Grating
<block:galacticraftcore:grating29>, Grating
<block:galacticraftcore:grating3>, Grating
<block:galacticraftcore:grating30>, Grating
<block:galacticraftcore:grating31>, Grating
<block:galacticraftcore:grating32>, Grating
<block:galacticraftcore:grating33>, Grating
<block:galacticraftcore:grating34>, Grating
<block:galacticraftcore:grating35>, Grating
<block:galacticraftcore:grating36>, Grating
<block:galacticraftcore:grating37>, Grating
<block:galacticraftcore:grating38>, Grating
<block:galacticraftcore:grating39>, Grating
<block:galacticraftcore:grating4>, Grating
<block:galacticraftcore:grating40>, Grating
<block:galacticraftcore:grating41>, Grating
<block:galacticraftcore:grating42>, Grating
<block:galacticraftcore:grating43>, Grating
<block:galacticraftcore:grating44>, Grating
<block:galacticraftcore:grating45>, Grating
<block:galacticraftcore:grating46>, Grating
<block:galacticraftcore:grating47>, Grating
<block:galacticraftcore:grating48>, Grating
<block:galacticraftcore:grating49>, Grating
<block:galacticraftcore:grating5>, Grating
<block:galacticraftcore:grating50>, Grating
<block:galacticraftcore:grating51>, Grating
<block:galacticraftcore:grating52>, Grating
<block:galacticraftcore:grating53>, Grating
<block:galacticraftcore:grating54>, Grating
<block:galacticraftcore:grating55>, Grating
<block:galacticraftcore:grating56>, Grating
<block:galacticraftcore:grating57>, Grating
<block:galacticraftcore:grating58>, Grating
<block:galacticraftcore:grating59>, Grating
<block:galacticraftcore:grating6>, Grating
<block:galacticraftcore:grating60>, Grating
<block:galacticraftcore:grating61>, Grating
<block:galacticraftcore:grating62>, Grating
<block:galacticraftcore:grating63>, Grating
<block:galacticraftcore:grating64>, Grating
<block:galacticraftcore:grating65>, Grating
<block:galacticraftcore:grating66>, Grating
<block:galacticraftcore:grating67>, Grating
<block:galacticraftcore:grating68>, Grating
<block:galacticraftcore:grating69>, Grating
<block:galacticraftcore:grating7>, Grating
<block:galacticraftcore:grating70>, Grating
<block:galacticraftcore:grating71>, Grating
<block:galacticraftcore:grating72>, Grating
<block:galacticraftcore:grating73>, Grating
<block:galacticraftcore:grating74>, Grating
<block:galacticraftcore:grating75>, Grating
<block:galacticraftcore:grating76>, Grating
<block:galacticraftcore:grating77>, Grating
<block:galacticraftcore:grating78>, Grating
<block:galacticraftcore:grating79>, Grating
<block:galacticraftcore:grating8>, Grating
<block:galacticraftcore:grating80>, Grating
<block:galacticraftcore:grating81>, Grating
<block:galacticraftcore:grating82>, Grating
<block:galacticraftcore:grating83>, Grating
<block:galacticraftcore:grating84>, Grating
<block:galacticraftcore:grating85>, Grating
<block:galacticraftcore:grating86>, Grating
<block:galacticraftcore:grating87>, Grating
<block:galacticraftcore:grating88>, Grating
<block:galacticraftcore:grating89>, Grating
<block:galacticraftcore:grating9>, Grating
<block:galacticraftcore:grating90>, Grating
<block:galacticraftcore:grating91>, Grating
<block:galacticraftcore:grating92>, Grating
<block:galacticraftcore:grating93>, Grating
<block:galacticraftcore:grating94>, Grating
<block:galacticraftcore:grating95>, Grating
<block:galacticraftcore:grating96>, Grating
<block:galacticraftcore:grating97>, Grating
<block:galacticraftcore:grating98>, Grating
<block:galacticraftcore:grating99>, Grating
<block:galacticraftcore:landing_pad>, tile.landing_pad.name
<block:galacticraftcore:landing_pad_full>, Rocket Launch Pad
<block:galacticraftcore:machine>, tile.machine.name
<block:galacticraftcore:machine2>, tile.machine2.name
<block:galacticraftcore:machine3>, tile.machine3.name
<block:galacticraftcore:machine4>, tile.machine4.name
<block:galacticraftcore:machine_tiered>, tile.machine_tiered.name
<block:galacticraftcore:magnetic_table>, Magnetic Crafting Table
<block:galacticraftcore:moon_stairs_brick>, Moon Dungeon Brick Stairs
<block:galacticraftcore:moon_stairs_stone>, Moon Rock Stairs
<block:galacticraftcore:oxygen_compressor>, tile.oxygen_compressor.name
<block:galacticraftcore:oxygen_detector>, Oxygen Detector
<block:galacticraftcore:panel_lighting>, tile.panel_lighting.name
<block:galacticraftcore:parachest>, Parachest
<block:galacticraftcore:platform>, Hydraulic Platform
<block:galacticraftcore:refinery>, Refinery
<block:galacticraftcore:rocket_workbench>, NASA Workbench
<block:galacticraftcore:sealer>, Oxygen Sealer
<block:galacticraftcore:slab_gc_double>, tile.slab_gc_double.name
<block:galacticraftcore:slab_gc_half>, tile.slab_gc_half.name
<block:galacticraftcore:solar>, tile.solar.name
<block:galacticraftcore:space_glass_clear>, Vacuum Glass (Clear)
<block:galacticraftcore:space_glass_clear_tin>, tile.space_glass_clear_tin.name
<block:galacticraftcore:space_glass_strong>, Vacuum Glass (Strong)
<block:galacticraftcore:space_glass_strong_tin>, tile.space_glass_strong_tin.name
<block:galacticraftcore:space_glass_vanilla>, Vacuum Glass
<block:galacticraftcore:space_glass_vanilla_tin>, tile.space_glass_vanilla_tin.name
<block:galacticraftcore:space_station_base>, Space Station Arrival Block
<block:galacticraftcore:spin_thruster>, Spin Thruster
<block:galacticraftcore:telemetry>, Telemetry Unit
<block:galacticraftcore:tin_stairs_1>, Tin Decoration Stairs
<block:galacticraftcore:tin_stairs_2>, Tin Decoration Stairs
<block:galacticraftcore:treasure_chest>, Treasure Chest
<block:galacticraftcore:unlit_torch>, Torch
<block:galacticraftcore:unlit_torch_lit>, Torch
<block:galacticraftcore:unlit_torch_stone>, Stone Torch
<block:galacticraftcore:unlit_torch_stone_lit>, Stone Torch
<block:galacticraftcore:view_screen>, Display Screen
<block:galacticraftcore:wall_gc>, tile.wall_gc.name
<block:galacticraftplanets:asteroids_block>, tile.asteroids_block.name
<block:galacticraftplanets:beam_receiver>, Energy Beam Receiver
<block:galacticraftplanets:beam_reflector>, Energy Beam Reflector
<block:galacticraftplanets:boss_spawner_mars>, tile.boss_spawner_mars.name
<block:galacticraftplanets:boss_spawner_venus>, tile.boss_spawner_venus.name
<block:galacticraftplanets:cavern_vines>, Cavernous Vines
<block:galacticraftplanets:crashed_probe>, Crashed Probe
<block:galacticraftplanets:creeper_egg>, Creeper Egg
<block:galacticraftplanets:dense_ice>, Dense Ice
<block:galacticraftplanets:geothermal_generator>, Geothermal Generator
<block:galacticraftplanets:laser_turret>, Laser Turret
<block:galacticraftplanets:mars>, tile.mars.name
<block:galacticraftplanets:mars_machine>, tile.mars_machine.name
<block:galacticraftplanets:mars_machine_t2>, tile.mars_machine_t2.name
<block:galacticraftplanets:mars_stairs_brick>, Mars Dungeon Brick Stairs
<block:galacticraftplanets:mars_stairs_cobblestone>, Mars Cobblestone Stairs
<block:galacticraftplanets:miner_base>, Astro Miner Base
<block:galacticraftplanets:miner_base_full>, Astro Miner Base
<block:galacticraftplanets:slimeling_egg>, tile.slimeling_egg.name
<block:galacticraftplanets:sludge>, Bacterial Sludge
<block:galacticraftplanets:solar_array_controller>, Solar Array Controller
<block:galacticraftplanets:solar_array_module>, Solar Array Module
<block:galacticraftplanets:spacewart>, tile.spacewart.name
<block:galacticraftplanets:spout>, Vapor Spout
<block:galacticraftplanets:sulphuric_acid>, Sulfuric Acid
<block:galacticraftplanets:telepad_fake>, tile.telepad_fake.name
<block:galacticraftplanets:telepad_short>, Short Range Telepad
<block:galacticraftplanets:treasure_t2>, Tier 2 Treasure Chest
<block:galacticraftplanets:treasure_t3>, Tier 3 Treasure Chest
<block:galacticraftplanets:venus>, tile.venus.name
<block:galacticraftplanets:venus_rock_scorched>, Scorched Venus Rock
<block:galacticraftplanets:walkway>, tile.walkway.name
<block:galacticraftplanets:web_torch>, tile.web_torch.name
<block:growthcraft:rope_fence>, Rope
<block:growthcraft:rope_knot>, Rope Knot
<block:growthcraft:rope_knot_acacia>, Acacia Fence (Rope)
<block:growthcraft:rope_knot_birch>, Birch Fence (Rope)
<block:growthcraft:rope_knot_dark_oak>, Dark Oak Fence (Rope)
<block:growthcraft:rope_knot_jungle>, Jungle Fence (Rope)
<block:growthcraft:rope_knot_nether_brick>, Nether Brick Fence (Rope)
<block:growthcraft:rope_knot_oak>, Oak Fence (Rope)
<block:growthcraft:rope_knot_spruce>, Spruce Fence (Rope)
<block:growthcraft:salt_block>, Rock Salt Block
<block:growthcraft:salt_ore>, Rock Salt Ore
<block:growthcraft_apples:apple_crop>, Apple
<block:growthcraft_apples:apple_door>, item.apple_door.name
<block:growthcraft_apples:apple_fence>, Apple Fence
<block:growthcraft_apples:apple_fence_gate>, Apple Fence Gate
<block:growthcraft_apples:apple_leaves>, Apple Leaves
<block:growthcraft_apples:apple_log>, Apple Wood
<block:growthcraft_apples:apple_planks>, Apple Wood Planks
<block:growthcraft_apples:apple_sapling>, Apple Sapling
<block:growthcraft_apples:apple_slab_double>, tile.apple_slab_double.name
<block:growthcraft_apples:apple_slab_half>, Apple Wood Slab
<block:growthcraft_apples:apple_stairs>, Apple Wood Stairs
<block:growthcraft_apples:fluid_applecider_apple_cider_ethereal>, fluid.fluid_booze_apple_cider_ethereal.name
<block:growthcraft_apples:fluid_applecider_apple_cider_extended>, fluid.fluid_booze_apple_cider_extended.name
<block:growthcraft_apples:fluid_applecider_apple_cider_fermented>, fluid.fluid_booze_apple_cider_fermented.name
<block:growthcraft_apples:fluid_applecider_apple_cider_intoxicated>, fluid.fluid_booze_apple_cider_intoxicated.name
<block:growthcraft_apples:fluid_applecider_apple_cider_poisoned>, fluid.fluid_booze_apple_cider_poisoned.name
<block:growthcraft_apples:fluid_applecider_apple_cider_potent>, fluid.fluid_booze_apple_cider_potent.name
<block:growthcraft_apples:fluid_applecider_apple_cider_potentextended>, fluid.fluid_booze_apple_cider_potentextended.name
<block:growthcraft_apples:fluid_applecider_apple_juice>, fluid.fluid_booze_apple_juice.name
<block:growthcraft_apples:rope_knot_apple>, Apple Fence (Rope)
<block:growthcraft_bamboo:bamboo_door>, item.bamboo_door.name
<block:growthcraft_bamboo:bamboo_fence>, Bamboo Fence
<block:growthcraft_bamboo:bamboo_fence_gate>, Bamboo Fence Gate
<block:growthcraft_bamboo:bamboo_leaves>, Bamboo Leaves
<block:growthcraft_bamboo:bamboo_plank>, Bamboo Planks
<block:growthcraft_bamboo:bamboo_shoot>, Bamboo Shoot
<block:growthcraft_bamboo:bamboo_slab_double>, Bamboo Slab
<block:growthcraft_bamboo:bamboo_slab_half>, Bamboo Slab
<block:growthcraft_bamboo:bamboo_stairs>, Bamboo Stairs
<block:growthcraft_bamboo:bamboo_stalk>, Bamboo
<block:growthcraft_bamboo:rope_knot_bamboo>, Bamboo Fence (Rope)
<block:growthcraft_bees:beebox>, Bee Box
<block:growthcraft_bees:beehive>, Beehive
<block:growthcraft_bees:fluid_honey>, fluid.fluid_honey.name
<block:growthcraft_bees:fluid_mead_mead_ethereal>, fluid.fluid_booze_mead_ethereal.name
<block:growthcraft_bees:fluid_mead_mead_extended>, fluid.fluid_booze_mead_extended.name
<block:growthcraft_bees:fluid_mead_mead_fermented>, fluid.fluid_booze_mead_fermented.name
<block:growthcraft_bees:fluid_mead_mead_hyperextended>, fluid.fluid_booze_mead_hyperextended.name
<block:growthcraft_bees:fluid_mead_mead_intoxicated>, fluid.fluid_booze_mead_intoxicated.name
<block:growthcraft_bees:fluid_mead_mead_poisoned>, fluid.fluid_booze_mead_poisoned.name
<block:growthcraft_bees:fluid_mead_mead_potent>, fluid.fluid_booze_mead_potent.name
